text,irony
呜呜妈妈果然是世界上最爱你的人🥺🥺,0
真的可以拿上国际舞台吗🤔️,0
中考爆出的蘑菇云令人焦虑，倒金字塔形卷到不行❌一直压热搜，想问2020年城六区初中入学人数8.58万，再加上你们说的3608回流生，请问10.3万的考生是如何来的？考生难道自己会分裂？把教育做成产业链太可怕😱,1
我长*，我有理🐰🐰🐰,1
一吃上瘾了，😂😂😂😂,1
怎么可能是土鳖最大的出口目的地🍉🍉🍉,0
愿逝者安息🙏,0
你自己不想拔牙就觉得人家忽悠你😄,0
可能吗🍉,1
可以不和解，原告自己放弃罢了，都是成年人，网上不会还有人相信国内警察叔叔在刑事案上和稀泥吧😏,1
呵呵🧏,1
心理素质是真好😂,1
铁路员工好样的👍👍,0
不明白就算可以持有枪支，放家里不收好开着保险还能让孩子拿到😓,1
猥琐男的福报😵真的一点法律意识都没有吗,0
我们NGO可不答应😏,0
水质改善😛,1
没拍就不能维权了吗😏,1
堕胎是自愿的，不存在强制堕胎😂,1
啊对对对😂,1
感觉，这两样夏天少不了的🐱简直太爽了,0
为啥让俺们买啊😱,0
你这病症双份都未必够吧😏,0
老师里哪个性别的多我就不说了😄,0
那人呢？😱,0
妈的没混过去，还是被发现了😏,0
不上新闻就不修理？不然为啥这点破事还要上个新闻😂,1
呵呵😊😊😊,0
不服你生女儿啊或者让男孩入赘😏,1
这真是，😓,1
不足一千按一千算😊,0
拿起键盘比谁都牛逼😏,0
建议步行过去😒,0
这么喜欢倒打一耙你是属🐷八戒的？,0
真有脑子👍🤔,0
你应该感谢你妈给了你不该得一生🥰,0
不管是企业还是校园都是趋同的😞这也是本科的时候毅然决然离开东三省区域读书的原因😖,0
最后倒霉的都是你们年轻人😓😂,0
山东白莲花👍看清楚了又怎么样？就是看清楚才解气啊花花😊😊😊,1
该读书的时候还是得好好读书，读完书出来有的是时间打工😵😵😵😵😵,0
草都热死了😢,0
10你还是报低了😏看看xxf的物价,1
恶性循环😞全球变暖引来山火,0
在成都看到不少😌,0
睡了就不要人家，不是不良艺人是什么？不良艺人应该封杀😏,0
对了，那几个穿女装闯浴室偷拍的你要不要一起洗一洗😂,0
还没我鲨bee可爱😢😢,0
青海的锅庄舞,0
空气炸锅跟蒸锅的区别😢,0
造这种谣的是怎么想的，信的也是脑子不好😓,0
肯定不意外嘛🍉,0
肯定会把自己知道的东西事无巨细全部透露出去😆,0
照相机🍉,0
都传到网上了，说明已经拍了一阵子了，😓,0
我全中，关键是，45，岁了，有时候拿水杯也还在用脚开门😌,0
少打了个“又”字，我是想说不会又有三阳的了吧？😌,0
搁这狂飙呢😏,0
挺好哒😏,0
霍🙀,1
花火支持吧！再放两个大烟花👍,1
哈哈哈，好可爱❤,0
换个思路想想，有没有可能就是为了保护恶童才设立的😏,1
又出来乱说，到时候漂亮国公布财产又被吓来缩回去😌,0
别在这什么解决办法没有只会叫唤😌,0
搞不懂他😵格斗冠军不一定适合当教练,0
我要捐款🙏🙏🙏,0
马来西亚的国土都是租的他们的😏,0
已3年多没进朋友圈了，觉得微信最无聊的地方就是朋友圈，😠😠,0
导游靠这个吃饭啊😏,1
这是大学生的期末考试吧😂,0
保佑🙏🏻,0
大部分都是自愿😓,0
应聘的什么岗位啊🤔️,0
为啥要防拉黑啊？讨厌的人就不能拉黑了？？🤔️,0
张医生表示你说的很对😏,1
就这？就这？呵呵🧏,1
飞云生日快乐，大连把熊猫养得真好❤,0
美团那些经理审核的时候线下只要有地方，有营业执照就会给上，根本没有很严格🤗,0
关你屁事😊sb,1
不需要道歉，判刑就行了，🤮,1
这婚礼致辞看得我鼻头一酸🥺🥺,0
想要暴富，还不想担风险，😏哪来这么多好事？，最后怨天怨地怨天下，唯独不怨自己选的路,0
这应该是被渗透了，😌,0
真的是😖我家小区前阵子有人大太阳底下遛狗,0
亚运版本是不是把小胖和暖阳熟悉的英雄加强了😏,0
感觉电动车还是很重的😌😌😌我抬不起来,0
现在有些规矩是牲畜定的吗？现在牲畜开始给人定规矩了吗🤔️🤔️🤔️,1
小儿科，差不多得了，还有一亿件更脏的事你不拍😌,0
支持女孩拿起法律武器维护自身合法权益，在地铁上说打就打，这种行为就应该让她长点记性，必须让她付出代价😠😠😠😠，​,0
警察叔叔快点给个回执！我想知道他是不是真的报警了！🐱🐱🐱,1
回复，还有你全➕都得④，留一个小孩弄残废留着😁😁😁,0
他觉得我在打拳呢🙄没救了,0
中国人不坑中国人😏,1
如意，丁丁，生日快乐🎂期待你们的好消息🐼❤🐼龙凤胎真的可以有😂😂😂,0
哈哈哈哈哈哈感觉这评论要火😌,0
又走向另一个极端！😂,0
没做过鉴定吧，检测机构一般不会出具决对性意见的报告😏,1
这次的台风太可怕了😓,0
见义勇为👍🏻👍🏻（地铁上怎么带得上去刀的啊😵,0
有点可怕哦😋,0
国道或者乡道不是经常有羊群吗？？😁怎么开车又有什么优越感吗,1
评论里喷的有多少人是真的在大夏天长时间从事户外工作的🤔️各种想当然以为夏天就要穿短袖,0
底层互害的典型案例😒,0
预警频发啊😒,0
20块钱买一盒天润可以吃到吐🍉,0
深圳，2019年末入股投资了3个充电场站，到如今未分到1分钱，2个亏一个持平，房子都抵押了😢😢😢😢😢,0
哪有珠宝店下班不放保险柜的🍉,1
啊对对对😓,1
请北京室内禁烟向香港看齐🙇🙇,0
因为本地没有更好的学校了啊😌而且转校是要以当年投档线为基准的,0
开庭了是吧，好庭长😠,0
本来就是网红段子，你确想起来隐私😌,0
请市民远离河道，确保自身安全，🙏🙏🙏,0
谁还不是个博士啊😂就是因为知道博士含水量大，所以才鄙视你们这些连论文都水不出来的阿猫阿狗😌,1
扶起车子赶紧走啊，为什么要愣在原地挨淋！😌,0
你急了😓,1
生日快乐❤❤,0
跟谁姓感觉无所谓😂,0
上班吃冷饮，扣100😏,1
北京室内禁烟力度不行，前阵子还有新闻，航站楼烟雾缭绕，以前写字楼不禁烟，我那会被熏得都无法工作了😛😛着火的味道一样,0
很中肯的建议😏,0
还是个人吗😠,0
尿丫一脸👎,0
大概陈情令吧，看过七八遍了，都快会背了，😁😁😁陪着我吃饭挺好的,0
萌妹飞云生日快乐😜😜,0
这也标志着又到了蘑菇上市的季节~🐶👏😂,0
谢谢😂,0
前几天还否认说要报警😏,1
跑步😜,0
回复，别害怕啊，主页删什么，已经私信发给网警了😏,0
美帝认为核废水漂不到它们那里😌,0
真的好心酸呀，妈妈对女儿的爱没有假😢,0
黄鹅这个气啊，居然不邀请鹅爹？反了天了😂,1
就™️立地成佛了😵😵😵,0
肯定心里不舒服😂关键解决报酬问题,0
哈哈哈😄,0
又可以偷窥祖国大好河山了😎,1
无论怎样，桂味还是最好吃😍,0
我家蛋蛋正闲的蛋疼呢😌太平洋扔俩玩玩,1
白人不急🤔,0
没钱怎么消费🤔,1
那可不，男生犯的错想和解国家都不允许啊😂,0
可以啦可以啦，知道你不想被你妈生出来了，别嚷嚷那么大声😏,0
马上就成哈士奇了😛,0
内娱的明星槛儿真是低😓,1
怎么畜生还能上网啊😍,1
这回没人关心偷拍了嘛🤔️,0
争取进入季后赛😂,0
大妈应该检查下那个女的手机看看是不是有自己儿子的照片，没有大概率是被女的删除了，大妈作为一个几十岁的人了应该不会平白无故诬人清白呢😏，我支持大妈😄😄,0
学那个公交车大爷，一屁股坐在大妈身上😂,0
环球时报民意调查😂,0
阳间新闻👏,1
自然有另一批人赚了😂,0
我感觉是女的乱穿马路，电瓶车路过骂了她，然后这女的不服气回骂电瓶车，电瓶车气不过，掉头给了她个大比兜😛😏,0
大多情况都是踩空了或者跌倒滑倒了在抖一下😌😌,0
6😂,1
或许这些信息卖到诈骗团伙手里了？🤔,0
狗：我是狗，不是傻😛,0
本高中生在学校里吃到一次大青虫一次绿色甲壳虫😢吓惨了,0
感觉有不可告人的原因导致离家出走，望详查，不然找回来还是会再走😏,0
庆幸的是刚走进家门就下起了暴雨✌,0
净出些没什么用的🤗,0
望周知：韩国总统也失踪了😏,1
自然面前的人类是多么渺小🫢🫢🫢,0
自尊，自爱是女生最起码的标准，别一味的怪男人😏😏😏😌,0
川渝是一家？😛,0
我会给他按急停😏,1
有什么了不起的，🤮,1
是我武举老爷冤😄,1
给你附上后续😊“，已经有后续了，女娃儿确实拍的是车厢号，图片也有，聊天记录也有，只拍到这个男娃儿抓扶手的那只手，手机也拿给他们看了，但是对方依然不依不饶打人，现在女娃娃家里人联系目击证人，准备告他们,0
我们无锡人看不上新兴甜品🙋,0
我只是单纯厌蠢😏,0
虫子咬断电路影响行车安全，行车不安全会导致人命伤亡，这哪能罚款了事，应该追究刑事责任才行啊！😌😌,1
还有其他国家几百架的订单😌,0
早上好🍃,0
犯罪前，先给自己弄个精神病护身符😏,1
很河南👍,1
不说别的，请北京室内禁烟向香港看齐🙇🙇,0
写诗怎么你们啦？😊老人家一点爱好也要说,1
有比穷更可怕的吗😌,1
你不买，我不买，总会有人买，而且不差钱，你没法说，除非买票再加一个人脸核验；之前抢张杰的门票，卡着点，还是一个样子，反正买不到🤗,1
一摸一样😌😌😌,0
闭经期的死亡本能驱动，😊,0
我说的是工作人员有多次劝说，说什么半小时工作人员没看到，不符合事实！我问你劝说也是制止的手段吗？😌,0
黑龙江内蒙东部暴雨，为啥不关心？关心韩国棒子挺来劲，那边水都把庄稼淹了，大坝都开了，心疼起棒子来了😌无语,0
哇呜~生日快乐🐼🎂🎂🎂,0
还是小婴儿😓,0
我开心就好了🤗,0
一边散步一边看手机😌确实很气人,0
大连把熊猫养得真好❤,0
吹到北京去了😏,0
我妈妈我奶奶不会为了拍视频而阻拦别人🐰可以骂了吗？,1
早安🥰,0
出了事的大多是辅警😊,0
临时做给谁看呢😓,1
35岁是原罪😞,0
你不上当谁上当🤭,1
谁以后再拿人民战士开玩笑，不会有什么好下场，战士辛苦👍👍👍,0
生吃见手青😏不过劝你还是不要试，万一，呢,0
飞云🥰🥰,0
张薇感觉热度过去了，结果又出来被鞭尸😂,0
该不会有仙女说在男厕所被骚扰偷拍吧😌,1
找不到工作的一种说辞，😌,0
所以不用臆想什么顶替😌,0
报擎😠😠,0
捐款捐物动辄发生这样那样的问题，不是善心被糟蹋就是有些人中饱私囊🧎🧎,0
鲁菜😏,0
理解一下🙇🙇,0
我们家赶猫不是这样的😒就是拿根棍子挥两下,0
是嘛，这不还是忽悠北方人的😛,0
真的是这样😌😌😌,0
前几天刚开的会员，亲测表示，非会员时下载速度3-5mb/s，开完会员30-50mb/s，👋,1
你的也就肉丁这么小个吗，小小的也很可爱👌,1
最后鞠个躬拉个临时工背锅😂,1
高层得房率70%，小高层板楼80%，多层85%，不能再多了~👏😁[单身青蛙],0
开盖了，😂😂😂😂😂,0
不然我可能会叫起来😌,0
晚安❤,0
你就是领导？😏,1
仙女们闹到最后，将是整个社会氛围取消对所有女性的优待，一切回到绝对的男女平等，到那时，仙女再闹腾，首先就二拳打断你翅膀，🤗🤗,0
哈哈，精美精到骨子里，笑死，疫情过后还有人能精起来美我是没想到的，是家里没人趋势还是，死的是低等黄人不是自己高贵的白人野跌呀😁😁,1
但不管有没有偷拍打破人家头这妈妈都得拘个几天吧🐱,0
台风真厉害，穿越闽赣苏鲁豫，直逼帝都😌,0
不要吵了，35岁是原罪😞,0
什么大人物走这两步路会死？还要违规都要让自己的车开上火车站台🤗,1
地表温度最高70，这车子也扛不住啊，活着不好吗🤗非得作死,0
还瞎想什么呢🤩,1
你是看不懂反讽的👍🏻,0
一装一拆，GDP就上来了，有人又挣钱了😏😏😏,1
能判到虐待罪并且赔偿已经很不容易了😛,1
据说绝大部分男的都会😌,0
哪怕不是强制参与也不行😂,0
鸭肉不值钱，冷冻白条鸭批发9～13块一只，对，一整只没内脏的😏,1
今日又菜鹅了！😂😂😂,1
你中国一点错没有嘛🥺🥺,1
你问问农村的会不会这样😂,0
太热了😂,0
不是傻😛,0
雪上加霜，唉😏,0
是什么新型病毒？这么骚气🙇还喜欢丝袜,0
这美院客座教授😱桁架，这不是网架吗,0
这女的是谁呀？有没有课代表科普一下😌,0
管的真多😂😂😂,0
川大又雄起了😖,1
自制枪支不说？😆搞倒卖不说？杀一级保护动物不说？你掏一个判十年我看看,1
现在的生活水平🍉当然只讲个生存4000就够,0
狗罕见🤭🤭,1
新闻里都上学了😆😆,0
必须是小马🐴🐱,0
天啊，它看起来真的不像鸭眼啊，我真的要吐了🤮,1
感觉有灾难或者小事故，就是考验人性的时候😏😏,0
好恐怖好危险😷,0
延长有啥用，工资又不给你发跟不上班有啥区别😌,0
我怀疑是感染了丝袜病毒，按说这是体制内的病，怎么老仙女也得了，需要砖家解读下，😏,1
面😌😌,0
我不可能付这种款😂😂我妹有这么多钱啊,0
投诉，我琢磨也不是普通老百姓，现实中，谁闲着没事会盯着马路上是有一个还是两个塑料袋纸片废物，而去投诉呢，况且，目前俺真不知道在哪有这类投诉渠道😏,0
小李飞刀😛,1
9个月的宝宝是怎么下得去手的😢😢😢,0
这哥们的意识形态，仍然处在网络不发达的年代😌，知识的获取，早就不是某大学某专业的狭隘途径了，前提基础知识差不多，网购书籍查阅资料都能搞起来🥰,1
有啥可看的😏,0
电子竞技开始计入体育项目是我觉得最扯的事情🫢,0
就是这种校领导、工作人员，才导致现在学院霸凌肆意滋生😠😠😠,0
但是又符合美国国情😂,0
长个手会打字显摆你了😒shab,0
中华文化博大精深，尤其是汉字，😍,1
就是陕西生产了😏,0
会注意不让人拍到😏,0
干🙀,0
你肯定没看过未成年人保护法😌,1
每年都会出这档子事情😓,1
战斗力爆棚🤗,0
昨天在商场，有个孩子一直尖声尖叫，然后家长就拍一下她，然后继续叫，小孩以为家长在跟她玩😛😛😛,0
也没管的🤨,0
先别急，按套路估计后面还得涨🤗,0
读，阿姨，也行😏,0
喝到吐😏,0
坚决不能惯着女方，没有女人地球不转了吗？人家要28万你只有2万8，找个一样只有2万8的男人凑一块儿过日子不好吗？双方都赚2万8呢🤔,1
喜欢谁是我的自由,0
太兴奋啦👏👏,0
我觉得合适😊,0
双方配合耍网友，更ex了，风评已经坏了👎,0
人不结婚不会死😒,1
处处是商机😌,1
泊车公司就敢让你破产😏😏😏,0
这是有区别的😏,0
广东靓仔居然51%投了川菜😏,0
行业饱和，以前打车的都出来跑车了～～😵,1
俩人没一个！男孩母亲神经病，女孩骂她就行了，扯人家儿子“帅不帅”干嘛？一对更年期😏,0
结果我睡着了😓第二天醒来,0
而且即使是一个支行行长，年收入三四十万也只是起步，上百万也不难🤔🤔🤔🤔,1
烂了，改不了的，🤔,1
用脑子想一想，内地会施行嘛，就算官员想弄，利益牵涉多少，只能说大家平时尽量在自己圈子里做到远离抽烟的烟鬼😠,0
哈哈，果然是核废水喝多了，脑袋瓜子变的不灵光了 ，丢人,1
颇有种贼喊捉贼的意思了🍉,1
有人的朋友遍布天下😆,0
麻辣烫😂,0
吃肉🤑其实真不难，跟对的人，做对的事，做短线的，点我博👁瞧瞧[看涨]进裙盘中实战👁做长线者勿看！！！,1
金虎：不敢不敢，奶妈替我随份子了，谢谢🙇,0
不是因为楼顶置放的珍珠岩吸（雨）水变重才塌的吗😏,0
倒不如眼不见为净吧😁,0
一部分🤭🤭,0
因为本地没有更好的学校了啊😌而且转校是要以当年投档线为基准的，这种真的是因为身体原因否则不建议转校的,0
想去😌,0
你比他们懂🤔️,1
报警，这好像以前见过这类的，hiv病毒那种😠,0
毕竟抓捕枪击案、杀人案的嫌犯和抓捕诈骗案嫌犯还是有点区别的😂,0
见怪不怪了😛,1
嘿，希望再过二十年你还能说这话👍😛，反正我们男的不怕，再过十年你就能看到第一批被优化掉的女宝老师出现了,0
做清洁的时候，穿得清凉一些，如果有人拍照，马上告他侵犯隐私，✊,0
还是关注自家问题好点😂,1
只有不会喝酒的人听进去了😏,0
从宽还15年🍉🍉🍉,0
站着又不累😊,1
怕怕😁,0
你是不是偷了大爷家的苞米啊😂,0
表示已经看过了😛,0
当你发现一个蟑螂😏,1
不买东西的就是低等的就是穷鬼贱民🤗有生之年我是肯定不跟团去云南了,1
勉强也说得通🍉,0
更别提性生活了😏,0
可见你是个没人要的实锤了😍,1
也没有无缘无故的恨！😂,1
隔了这么多天终于发文了😵,0
还是高估你了，以为你在读研，真读研的还有空刷微博啊😌多去加点班，自从研究生要缴学费后就开始烂大街了，堪比98年开始的大学扩招😏,0
不服忍着🐱🐱,1
毒驾😠,0
营销号博眼球夸大瞎扯的东西，你也转发？😱,1
随便问俩同班的就知道了😏,1
版本更新，新的版本之主诞生😏,1
快看，马神又在放大饼了，教徒们还不顶礼膜拜😛😛😛,0
可怜的羊羊😖,0
物价上天😂,0
相册都是自拍照和美食风景照😌,0
❤晚安🌙,0
没嫁妆要什么彩礼？😏🥰,0
说自己是老兵，说有球迷献花，还挺会搞情怀，扇之前想啥呢😵,1
当官真好😊,1
张继科还能有粉真是开眼了🤮,1
真别侮辱抑郁症，🤮,1
看来是违规操作了😌,0
没想到这个更狠👍,0
11个孩子就这样没了😢为什么要在屋顶上放珍珠岩,0
村BA太棒了😌,0
火锅店有空调啊，难道还真以为人人都要露天吃啊🤔,0
你分不清🤔️,1
想试试手感😼,0
没听说过，因为你不是目标用户呀😏,1
我觉得是洗衣店水平差😏,0
愿平安😢,0
外长点赞👍,0
回到家就后悔了😌,0
让张继科本人辟谣的安的什么心！是神也抵不过那七嘴八舌的流言蜚语！别有用心的小人唯恐天下不乱！😠,0
完蛋了，专家出来说不是的时候通常就是了😏,1
米价没有那么贵，😌，现在领一年最低养老金能买两年的公粮，乡镇自提那部分上缴属于投资，比如水渠，道路、农机、嗮谷场，可气的是现在有些乡社有分红，有些乡社没有，距离田园观光绿道的村分的令人羡慕，我们村前几年分鱼，现在鱼都不分了,0
真叫你给懂完了🤔️,1
也没见人管啊🍉,1
秀才就是老年女孩子的tfboys🍉🍉🍉,0
他们今年也诅咒重庆了，还说多来点最好把三峡冲倒把下游都淹了，好了都下去韩国吧！😊,0
看乐了，工作人员说不清楚原因，那你怎么知道有截掉不利的视频😏,0
的确戒了啊，我喝的是乙醇又不是酒😏,1
都在电商买就好了😂大数据也杀熟,0
如何提升大家收入咋就没有措施？😂,0
T55也是吊打对面的脆皮轮式😏,0
就这还他妈的小天使😌😌😌,0
加油💪,0
未成年保护法可不可以调整一下😢,0
波公千古😢👍,0
有烈士墓在边上不是涨祖坟风水？😱,0
这就是生育的意义吧😊,0
没偶像谁爱塌不塌，吃个🍉,0
该上头监管传播的问题不要怪别人不规避😓,0
绿豆汤还有红色？😱,0
真叫你给懂完了😓,1
确实就冒犯了部分未成年群体，🍉,0
结果又出来被鞭尸😂,0
他手里好像拎着包熟菜😌,0
好可怕😛,0
这是什么部😌,0
一键删除所有聊天记录😵,0
以后有精神病的强制治疗，啥时候好了啥时候出院，费用家属承担😏别总拿有病当挡箭牌，有病不治，家属不看着，也是一种不负责,1
别介意，反正这就是♂饱日常行为，和吃饭是一样的，这是很正常的，♂不需要赔钱，不需要道歉，只需要♀饱给♂饱道歉就可以了，♂饱会原谅你的，,1
这都有的喷👋,1
我更相信中日韩会有相似性😏,1
我在的这种不大不小二线城市是最合适了🍉,0
大哥你但凡多关注个分享奇闻逸事的博主也不至于说这么小家子气的话😉，全球各地多了去了,1
还这么冲动吗🤗🤗🤗🤗,0
大概是玩了星穹铁道吧😏知道放生矿泉水只会被“星神”当**，放生其他动植物会自己被“放生”😛,1
鸭的眼球膜这么大？😌,1
真啥玩意都有😵,0
比江西收的还多😛,0
文化自信x不要穿学士袍不要戴学士帽不是更好吗😏😏😏,0
致敬👍,0
下雨了🫡,0
67岁了啊😢,0
不应该封这个评委吗😂,0
支持😖😖,1
首先排除美国😏,1
果然😌,0
直接被我怼emo了😌,0
讨厌喝酒”🐶,0
哈哈，见过面积20公摊15的小铺子没有😏,1
是的😛,0
别嚷嚷那么大声😏,0
先报警，老初升就是太多了，欠管教😂,0
我看过原视频了，那男的就是普通人，人家女孩子偷拍他干嘛嘞，反正一言不合打人就是不对，你觉得说不清就说不清喽🙄,0
niāng，阿姨的意思😏,0
既然是男生的视频是截取的，那学校有完整视频么？放出来，让大家看看，公道自在人心🤨🤨🤔,0
昨天一个人吃了一斤多😂😂😂,0
归于“家庭暴力”就可以逃脱“故意杀人”的法律责任😠😠,1
互相体谅🫂,0
谁富了？😏,1
难道这样的工作随随便便就能胜任🤨,0
等你们考虑好是不是到冬天了？！😏😏,1
刚通知让应急值守🥹🥹🥹，我也不知道我一个女的真发生洪涝灾害，是我救别人还是别人救我😌,0
老出生生的小出生还是出生率太高了😁,1
男人不能快😉,0
有没有可能是不想解决呢😂,1
别，我不沾男😁，让喜欢擦亮眼的娇妻和婚女和男人锁死，反正我们怎么劝她们不婚，她们依旧要擦亮眼去结婚的😁,0
秋林的酒心巧克力就有茅台的，😂,0
飞云🐼🎂,0
哈哈哈，我就喜欢调查，我就是🤡😏😏😏，就我一张嘴😄😄，你能怎么样😏😏😁😁,1
浪浪射箭❤❤,1
土耳其两门大炮太厉害了，瓜队加油，最大天津女排😂,0
安全第一😄😄,0
怎么做到连续哭的🤔️,0
不做房奴自由一生👊,0
砂锅土豆粉😋,0
不知道谁蠢谁坏😂😛,1
换点什么吧，美弟大兵值钱😏,1
人贩子我操你姥姥😠,0
台湾最美的风景是人😏,0
眼瞎就在看一遍😱,1
猪突失利了🍉,1
你捐肯定是全新的👍👍,1
有钱人的事咋不懂😌😌😌,0
郑州断断续续在下雨🌧️,0
是上学正常猝死😏,0
你在期待什么啊😌,1
最多罚款😛,0
太厉害了，佩服佩服👍,0
输这么多也合理😄,1
我就是来看看大家中午吃什么找找灵感😂,0
拳头👊硬说话才响,0
这又来😵,0
这次有网了？回应这么快😂,1
房贷还要继续还😂,0
滚犊子想来就来😂想走就走😌,0
节哀🕯🕯🕯,0
谢谢🙇,0
望细心严查❤,0
开发商太难了😏不行陪她几栋烂尾楼吧,0
美：哪天老子不爽还退😌,0
至少测试出来结果了，😏,0
让一部分人先富起来，然后移民🐶,1
谁先评论谁先急😉,1
能不怎么能让我的领导看到这条重要新闻😞,1
亲生儿子没跑了😂,0
这个踢足球⚽️，你能接受吗？高铁，如果不小心踢坏东西怎么办😌，确实就是现在的孩子没有我们以前懂事，条件好了呗，我以前小时候我爸妈一个眼神，我就不敢乱来了😂,1
岸田文雄说，我们也是欧洲人啦😂,0
想当零元购黄牛是吧🤗,1
其实阿里云最该吐槽的是，不充会员，你连720p都看不了，只能看标清，速度这块那还是比摆渡好太多😛,1
喝水不准，放屁了谁来收集？该管的不管不该管的屁大的事也管！！👊👊👊🤬🤬🤬,1
我们已经在发身份证了😂,0
3%😊大哥,1
愿所有人平安🙏,0
医生听到有这么个事才问了我一下😂,0
现在连荔枝都有鄙视链了吗？反正几个品种的荔枝我都爱吃，😋,0
期待警方通告😏,1
网就不用发咯🌹[咖啡]😊,0
二来咱也不咋缺米吧😛,0
我竟然还嫌它脏😏,0
法国已经是黑人的天下了😛,0
咋和咱特色修路似的呢😏,0
还是滞销吧😏,0
读完师范超过考公考事业编的年龄🙀🙀🙀,1
平时网上说当家长不需要考试，结果真培训了，哪怕不是强制参与也不行😂，学校也是自己给自己找事，你管那么多干嘛，家长老师都受罪,0
可怜无辜路人了，肇事者倒是一点皮都没擦伤😠😠😠,0
捏嘛你不提我都忘了！！没有后续了😢😢,1
你这属于旧🍉新吃,0
幸亏不是丧葬用品店😁,1
你的熊孩子如果在现实里在你老子我面前这样的放肆，我直接耳光刮过去，遇到狠人直接给你打的报废，你还别不信，有时候越是搞“弱者有理论”“他还是个孩子”这一套，那最终结果是你孩子活不到成年😊😊,1
去玩的不止上海的😏😏,0
求观音菩萨保佑、台风来日本吧🙏,1
来一次严打吧😌,0
掉头给了她个大比兜😛😏,0
我公司扣我教资证原件，但是入职的时候刚毕业，不知道这是违法的，我教资证刚考下来刚到手没几天他就扣下了，现在还不打算离职，就没法要回来，但是打算年底走了，这这工作的气我是受够了😠,0
海口骑车到三亚，厉害👍,0
哪是忠实观众，都成黄牛投资了，不去在那翻倍溢价卖，忠实观众去不了🫡,1
迈出第一步，我有生之年能看到就好了,0
所以苦的永远是百姓🍉,0
没把董小姐弄进监事已经很对的起你们了🐱🐱🐱,1
车是谁的？因何事上站台？走的哪个门？谁放行的？谁批准的？120上站台还得一通协调甚至找站长呢！诶？如果是站长的车或者更高级别，那就合理了，😛😛😛,1
穿丝袜的话我就忍了😛,0
祝愿大家一切平安安好🙏🙏🙏🙏,0
关我屁事🤔️,1
什么排水系统都不好使🤗,0
更是国家的损失🕯,0
踩着腿过去吧，不小心踩断了也不怕，就当是路，反正路就是这么踩着过的😁,1
好运碰到好人，❤,0
十点开读🤨,0
遥记当年地下室都淹了，那些租住地下室群租房的人，但愿不要再出那样的事故🙏🙏🙏,0
那最终结果是你孩子活不到成年😊😊,1
他都是男的了，你就原谅他吧😆,1
包养违法吗？用拘留吗？😏,0
楼下树倒了一大片😢,0
原子能机构盯着伊朗十几年，人家核弹都快造出来了😂,0
《我都解释了，你还要怎样》😏😏😏😏😏😏,1
看了视频，这叫“正常走在路边”😏,1
